Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231351,R50     ,Immobilisations corporelles en cours - Bâtiments publics,E,225088.52,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231351,R33     ,Immobilisations corporelles en cours - Bâtiments publics,E,31725.87,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231351,R315    ,Immobilisations corporelles en cours - Bâtiments publics,E,2624.99,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231351,R313    ,Immobilisations corporelles en cours - Bâtiments publics,E,39254.2,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231351,R221    ,Immobilisations corporelles en cours - Bâtiments publics,E,8858588.25,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231351,R20     ,Immobilisations corporelles en cours - Bâtiments publics,E,41454.46,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231351,R11     ,Immobilisations corporelles en cours - Bâtiments publics,E,223160.53,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231351,R0202   ,Immobilisations corporelles en cours - Bâtiments publics,E,4302711.85,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231318,R64     ,Immobilisations corporelles en cours - autres bâtiments publics,E,389.42,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231318,R312    ,Immobilisations corporelles en cours - autres bâtiments publics,E,618631.03,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231318,R11     ,Immobilisations corporelles en cours - autres bâtiments publics,E,151157.46,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231314,R315    ,Immobilisations corporelles en cours - bâtiments culturels et sportifs,E,289503.5,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231313,R52     ,Immobilisations corporelles en cours - bâtiments sociaux et médico-sociaux,E,87810.74,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231313,R50     ,Immobilisations corporelles en cours - bâtiments sociaux et médico-sociaux,E,311672.83,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231312,R221    ,Immobilisations corporelles en cours - bâtiments scolaires,E,40820796.51,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231311,R20     ,Immobilisations corporelles en cours - bâtiments administratifs,E,7443.92,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A231311,R0202   ,Immobilisations corporelles en cours - bâtiments administratifs,E,1776698.27,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A2312,R738    ,Agencements et aménagements de terrains,E,147360.11,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A2312,R64     ,Agencements et aménagements de terrains,E,95209.99,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C23,,,A2312,R33     ,Agencements et aménagements de terrains,E,59056.01,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A2188,R41     ,Autres,E,41102.9,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A2188,R32     ,Autres,E,25983.47,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A2188,R315    ,Autres,E,148403.94,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A2188,R0202   ,Autres,E,187335.04,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A2185,R0202   ,Matériel de téléphonie,E,238353.8,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A21848,R52     ,Autre matériel de bureau et mobilier,E,22452.04,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A21848,R315    ,Autre matériel de bureau et mobilier,E,542288.48,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A21848,R021    ,Autre matériel de bureau et mobilier,E,9075.66,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A21848,R0202   ,Autre matériel de bureau et mobilier,E,824229.94,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A21841 ,R221    ,Matériel de bureau et mobilier scolaire,E,1238843.95,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A21838,R52     ,Autre matériel informatique,E,4122.43,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A21838,R315    ,Autre matériel informatique,E,420.99,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A21838,R313    ,Autre matériel informatique,E,14950,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A21838,R021    ,Autre matériel informatique,E,573.33,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A21838,R0202   ,Autre matériel informatique,E,829309.61,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A21831 ,R221    ,Matériel informatique scolaire,E,196059.16,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A2182,R738    ,Matériel de transports,E,999.05,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A2182,R621    ,Matériel de transports,E,1078809.15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A2182,R0202   ,Matériel de transports,E,1416416.95,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A2181,R0202   ,Installations générales. agencements et aménagements divers,E,21488.2,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A216,R315    ,Collections et oeuvres d art,E,251237.76,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A216,R221    ,Collections et oeuvres d art,E,77003.76,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A2157 ,R738    ,Matériel et outillage technique,E,3063.84,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A2157 ,R64     ,Matériel et outillage technique,E,368.22,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2011,CA,26/03/2012,D,I,OR,C21,,,A2157 ,R621    ,Matériel et outillage technique,E,202848.31,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
